"Date","Price","Open","High","Low","Vol.","Change %"
"06/24/2014","101.01","101.54","102.07","100.91","1.61M","-1.11%"
"06/23/2014","102.14","102.19","102.25","101.94","1.31M","-0.03%"
"06/20/2014","102.17","102.20","102.20","101.98","1.95M","0.24%"
"06/19/2014","101.93","101.90","102.00","101.53","2.13M","0.12%"
"06/18/2014","101.81","101.08","101.84","100.87","1.33M","0.74%"
"06/17/2014","101.06","100.56","101.20","100.46","1.09M","0.36%"
"06/16/2014","100.70","100.45","100.89","100.31","2.78M","0.08%"
"06/13/2014","100.62","100.45","100.69","100.11","2.10M","0.33%"
"06/12/2014","100.29","100.88","100.93","100.06","2.20M","-0.71%"
"06/11/2014","101.01","101.06","101.12","100.73","2.07M","-0.34%"
"06/10/2014","101.35","101.21","101.35","100.98","1.57M","-0.02%"
"06/09/2014","101.37","101.20","101.67","101.14","1.68M","0.17%"
"06/06/2014","101.20","100.99","101.25","100.85","1.93M","0.52%"
"06/05/2014","100.68","100.02","100.76","99.64","1.80M","0.81%"
"06/04/2014","99.87","99.38","99.97","99.33","1.75M","0.21%"
"06/03/2014","99.66","99.45","99.72","99.32","941.97K","-0.04%"
"06/02/2014","99.70","99.80","99.84","99.16","2.76M","0.12%"
"05/30/2014","99.58","99.44","99.68","99.29","1.44M","0.02%"
"05/29/2014","99.56","99.26","99.56","99.00","1.32M","0.54%"
"05/28/2014","99.03","99.16","99.26","98.82","1.38M","-0.11%"
"05/27/2014","99.14","98.83","99.16","98.78","1.46M","0.66%"
"05/23/2014","98.49","98.10","98.51","98.01","1.17M","0.52%"
"05/22/2014","97.98","97.69","98.19","97.53","962.38K","0.34%"
"05/21/2014","97.65","97.23","97.72","97.10","1.29M","0.77%"
"05/20/2014","96.90","97.52","97.62","96.62","1.86M","-0.75%"
"05/19/2014","97.63","96.94","97.68","96.78","1.21M","0.46%"
"05/16/2014","97.18","96.92","97.19","96.43","1.15M","0.42%"
"05/15/2014","96.77","97.36","97.43","96.21","2.15M","-0.92%"
"05/14/2014","97.67","98.14","98.19","97.52","1.39M","-0.55%"
"05/13/2014","98.21","98.40","98.57","98.14","1.53M","-0.06%"
"05/12/2014","98.27","97.61","98.30","97.55","1.85M","1.13%"
"05/09/2014","97.17","96.93","97.17","96.50","1.64M","0.25%"
"05/08/2014","96.93","97.09","97.80","96.66","1.86M","-0.27%"
"05/07/2014","97.19","97.03","97.21","96.16","1.64M","0.47%"
"05/06/2014","96.74","97.40","97.49","96.71","1.34M","-0.92%"
"05/05/2014","97.64","97.00","97.70","96.66","1.30M","0.16%"
"05/02/2014","97.48","97.59","98.03","97.35","1.69M","-0.08%"
"05/01/2014","97.56","97.41","97.84","97.14","1.78M","0.03%"
"04/30/2014","97.53","97.17","97.56","96.76","1.42M","0.37%"
"04/29/2014","97.17","97.00","97.30","96.77","3.06M","0.50%"
"04/28/2014","96.69","96.90","97.22","95.65","2.05M","0.15%"
"04/25/2014","96.55","97.19","97.25","96.34","1.93M","-0.97%"
"04/24/2014","97.50","97.84","97.90","96.96","1.47M","0.13%"
"04/23/2014","97.37","97.62","97.68","97.30","1.80M","-0.26%"
"04/22/2014","97.62","97.26","97.91","97.19","2.44M","0.51%"
"04/21/2014","97.12","96.78","97.12","96.57","3.04M","0.40%"
"04/17/2014","96.73","96.42","96.97","96.26","2.24M","0.20%"
"04/16/2014","96.54","96.21","96.55","95.75","4.50M","1.05%"
"04/15/2014","95.54","95.13","95.60","94.03","3.34M","0.69%"
"04/14/2014","94.89","95.02","95.20","94.12","3.25M","0.68%"
"04/11/2014","94.25","94.66","95.31","94.10","3.38M","-0.99%"
"04/10/2014","95.19","97.30","97.35","95.03","3.29M","-2.20%"
"04/09/2014","97.33","96.50","97.33","96.22","1.98M","1.20%"
"04/08/2014","96.18","95.76","96.38","95.35","3.73M","0.44%"
"04/07/2014","95.76","96.60","96.81","95.48","5.32M","-1.20%"
"04/04/2014","96.92","98.84","98.85","96.77","3.03M","-1.37%"
"04/03/2014","98.27","98.72","98.74","97.96","2.17M","-0.27%"
"04/02/2014","98.54","98.46","98.66","98.18","2.86M","0.32%"
"04/01/2014","98.23","97.89","98.27","97.75","3.88M","0.78%"
"03/31/2014","97.47","97.10","97.58","97.05","2.98M","0.98%"
"03/28/2014","96.52","96.37","97.09","96.28","1.53M","0.45%"
"03/27/2014","96.09","96.09","96.50","95.69","3.84M","-0.21%"
"03/26/2014","96.29","97.52","97.65","96.27","2.90M","-0.83%"
"03/25/2014","97.10","97.20","97.58","96.59","1.74M","-0.08%"
"03/24/2014","97.18","98.11","98.20","96.73","3.92M","-0.58%"
"03/21/2014","97.75","98.57","98.69","97.65","2.82M","-0.37%"
"03/20/2014","98.11","97.39","98.19","97.21","1.47M","0.50%"
"03/19/2014","97.62","98.21","98.28","97.02","2.71M","-0.57%"
"03/18/2014","98.18","97.65","98.28","97.50","3.67M","0.85%"
"03/17/2014","97.35","97.09","97.66","97.06","2.74M","0.80%"
"03/14/2014","96.58","96.51","97.07","96.43","2.89M","-0.12%"
"03/13/2014","96.70","98.18","98.27","96.42","3.48M","-1.16%"
"03/12/2014","97.83","97.36","97.86","97.03","2.23M","0.07%"
"03/11/2014","97.76","98.50","98.63","97.53","3.72M","-0.56%"
"03/10/2014","98.31","98.32","98.40","97.73","2.59M","-0.07%"
"03/07/2014","98.38","98.84","98.85","98.00","2.31M","-0.03%"
"03/06/2014","98.41","98.54","98.65","98.27","2.08M","0.18%"
"03/05/2014","98.23","98.26","98.38","98.09","1.86M","0.02%"
"03/04/2014","98.21","97.93","98.35","97.64","3.11M","1.57%"
"03/03/2014","96.69","96.57","96.88","96.01","2.74M","-0.73%"
"02/28/2014","97.40","97.17","97.86","96.74","2.30M","0.19%"
"02/27/2014","97.22","96.63","97.22","96.47","1.59M","0.53%"
"02/26/2014","96.71","96.83","97.10","96.45","1.93M","0.10%"
"02/25/2014","96.61","96.77","97.01","96.28","2.43M","-0.04%"
"02/24/2014","96.65","96.38","97.27","96.31","2.36M","0.57%"
"02/21/2014","96.10","96.39","96.53","96.03","1.95M","-0.08%"
"02/20/2014","96.18","95.65","96.33","95.33","2.66M","0.67%"
"02/19/2014","95.54","95.97","96.50","95.44","2.32M","-0.67%"
"02/18/2014","96.18","96.06","96.27","95.77","3.01M","0.29%"
"02/14/2014","95.90","95.40","96.05","95.22","2.24M","0.48%"
"02/13/2014","95.44","94.14","95.52","94.14","2.73M","0.61%"
"02/12/2014","94.86","94.91","95.21","94.62","3.13M","0.14%"
"02/11/2014","94.73","93.99","94.95","93.82","4.29M","1.14%"
"02/10/2014","93.66","93.62","93.74","93.26","3.42M","0.12%"
"02/07/2014","93.55","92.94","93.61","92.53","3.54M","1.29%"
"02/06/2014","92.36","91.49","92.37","91.35","3.24M","1.22%"
"02/05/2014","91.25","91.02","91.44","90.39","3.41M","-0.15%"
"02/04/2014","91.39","91.20","91.63","90.78","3.43M","0.76%"
"02/03/2014","90.70","92.84","93.05","90.54","6.57M","-2.35%"
"01/31/2014","92.88","92.44","93.55","92.28","4.10M","-0.65%"
"01/30/2014","93.49","93.23","93.78","92.96","2.54M","1.17%"
"01/29/2014","92.41","92.67","93.08","92.18","4.72M","-1.03%"
"01/28/2014","93.37","92.89","93.47","92.80","10.14M","0.70%"
"01/27/2014","92.72","93.32","93.60","92.21","6.67M","-0.64%"
"01/24/2014","93.32","94.77","94.89","93.29","7.28M","-2.16%"
"01/23/2014","95.38","95.77","95.85","94.91","3.22M","-0.86%"
"01/22/2014","96.21","96.27","96.30","95.91","1.86M","0.19%"
"01/21/2014","96.03","96.36","96.36","95.44","5.56M","0.33%"
"01/17/2014","95.71","96.00","96.13","95.55","2.72M","-0.39%"
"01/16/2014","96.08","96.05","96.12","95.79","3.06M","-0.07%"
"01/15/2014","96.15","95.94","96.29","95.84","2.53M","0.50%"
"01/14/2014","95.67","94.93","95.73","94.73","2.66M","1.10%"
"01/13/2014","94.63","95.75","95.88","94.39","4.32M","-1.26%"
"01/10/2014","95.84","95.78","95.87","95.30","2.90M","0.28%"
"01/09/2014","95.57","95.83","95.83","95.10","3.44M","0.08%"
"01/08/2014","95.49","95.44","95.62","95.09","3.78M","0.07%"
"01/07/2014","95.42","95.19","95.58","95.10","2.62M","0.64%"
"01/06/2014","94.81","95.50","95.56","94.67","3.17M","-0.26%"
"01/03/2014","95.06","95.29","95.44","94.95","3.21M","-0.02%"
"01/02/2014","95.08","95.76","95.76","94.82","3.73M","-0.88%"
"12/31/2013","95.92","95.72","96.00","95.66","4.58M","0.37%"
"12/30/2013","95.57","95.60","95.66","95.41","3.16M","0.03%"
"12/27/2013","95.54","95.73","95.92","95.43","2.37M","-0.06%"
"12/26/2013","95.60","95.40","95.64","95.26","2.94M","0.47%"
"12/24/2013","95.15","94.99","95.21","94.90","1.36M","0.27%"
"12/23/2013","94.89","94.84","94.95","94.65","3.10M","0.59%"
"12/20/2013","94.33","93.86","94.53","93.84","6.21M","0.14%"
"12/19/2013","94.20","94.13","94.24","93.83","6.35M","-0.14%"
"12/18/2013","94.33","93.03","94.34","92.16","4.09M","1.62%"
"12/17/2013","92.83","93.24","93.24","92.57","3.38M","-0.30%"
"12/16/2013","93.11","92.94","93.34","92.88","3.21M","0.70%"
"12/13/2013","92.46","92.69","92.72","92.25","3.61M","0.03%"
"12/12/2013","92.43","92.56","92.76","92.18","3.59M","-0.18%"
"12/11/2013","92.60","93.88","93.88","92.50","3.89M","-1.24%"
"12/10/2013","93.76","93.93","94.15","93.72","2.40M","-0.33%"
"12/09/2013","94.07","94.25","94.28","93.95","2.13M","0.22%"
"12/06/2013","93.86","93.80","93.97","93.48","2.07M","1.03%"
"12/05/2013","92.90","93.14","93.26","92.82","2.19M","-0.29%"
"12/04/2013","93.17","92.97","93.62","92.48","2.30M","-0.14%"
"12/03/2013","93.30","93.40","93.59","92.94","2.13M","-0.38%"
"12/02/2013","93.66","94.06","94.18","93.54","3.21M","-0.21%"
"11/29/2013","93.86","94.07","94.34","93.86","934.61K","-0.14%"
"11/27/2013","93.99","93.93","94.04","93.76","1.48M","0.29%"
"11/26/2013","93.72","93.63","94.01","93.52","1.36M","0.10%"
"11/25/2013","93.63","93.96","93.97","93.50","1.72M","-0.11%"
"11/22/2013","93.73","93.39","93.75","93.22","2.69M","0.49%"
"11/21/2013","93.27","92.77","93.33","92.65","2.72M","0.90%"
"11/20/2013","92.44","92.89","93.18","92.16","1.93M","-0.31%"
"11/19/2013","92.73","92.98","93.22","92.55","1.83M","-0.29%"
"11/18/2013","93.00","93.72","93.72","92.78","3.12M","-0.47%"
"11/15/2013","93.44","93.03","93.44","93.00","1.62M","0.44%"
"11/14/2013","93.03","92.74","93.09","92.48","1.97M","0.48%"
"11/13/2013","92.59","91.38","92.60","91.30","1.84M","0.85%"
"11/12/2013","91.81","91.76","91.95","91.46","2.07M","-0.15%"
"11/11/2013","91.95","91.79","92.07","91.73","1.73M","0.07%"
"11/08/2013","91.89","90.75","91.89","90.67","2.64M","1.33%"
"11/07/2013","90.68","92.19","92.19","90.60","2.88M","-1.33%"
"11/06/2013","91.90","92.08","92.24","91.67","2.66M","0.26%"
"11/05/2013","91.66","91.70","91.86","91.27","2.30M","-0.28%"
"11/04/2013","91.92","91.81","91.97","91.56","3.44M","0.45%"
"11/01/2013","91.51","91.44","91.79","91.00","2.48M","0.13%"
"10/31/2013","91.39","91.59","91.95","91.18","2.94M","-0.29%"
"10/30/2013","91.66","92.35","92.40","91.31","2.64M","-0.59%"
"10/29/2013","92.20","91.95","92.20","91.80","1.45M","0.50%"
"10/28/2013","91.74","91.65","91.85","91.46","1.71M","0.08%"
"10/25/2013","91.67","91.57","91.67","91.25","2.04M","0.36%"
"10/24/2013","91.34","91.25","91.39","90.91","1.71M","0.38%"
"10/23/2013","90.99","91.17","91.22","90.63","2.78M","-0.47%"
"10/22/2013","91.42","91.22","91.73","91.01","3.76M","0.57%"
"10/21/2013","90.90","91.00","91.14","90.72","2.46M","-0.05%"
"10/18/2013","90.95","90.71","90.98","90.45","3.00M","0.71%"
"10/17/2013","90.31","89.35","90.35","89.26","4.44M","0.74%"
"10/16/2013","89.65","88.99","89.67","88.88","2.43M","1.40%"
"10/15/2013","88.41","88.89","89.15","88.28","2.60M","-0.76%"
"10/14/2013","89.09","88.12","89.13","87.98","1.85M","0.44%"
"10/11/2013","88.70","87.98","88.73","87.90","3.13M","0.70%"
"10/10/2013","88.08","87.08","88.12","87.06","4.04M","2.25%"
"10/09/2013","86.14","86.38","86.51","85.63","3.79M","-0.07%"
"10/08/2013","86.20","87.25","87.43","86.16","3.43M","-1.33%"
"10/07/2013","87.36","87.45","87.86","87.30","1.60M","-0.90%"
"10/04/2013","88.15","87.57","88.24","87.44","2.51M","0.73%"
"10/03/2013","87.51","88.04","88.16","87.04","8.26M","-0.85%"
"10/02/2013","88.26","87.91","88.31","87.61","2.01M","-0.17%"
"10/01/2013","88.41","87.74","88.48","87.67","3.08M","0.87%"
"09/30/2013","87.65","87.38","87.88","87.10","2.52M","-0.47%"
"09/27/2013","88.06","87.99","88.15","87.79","1.94M","-0.40%"
"09/26/2013","88.41","88.22","88.66","88.10","1.21M","0.39%"
"09/25/2013","88.07","88.34","88.50","87.95","1.35M","-0.18%"
"09/24/2013","88.23","88.24","88.76","88.01","4.01M","-0.16%"
"09/23/2013","88.37","88.51","88.68","87.99","2.59M","-0.93%"
"09/20/2013","89.20","89.89","90.00","89.08","2.67M","-0.67%"
"09/19/2013","89.80","90.07","90.23","89.66","2.64M","-0.16%"
"09/18/2013","89.94","88.92","90.12","88.58","2.70M","1.17%"
"09/17/2013","88.90","88.54","88.90","88.54","1.66M","0.53%"
"09/16/2013","88.43","88.93","89.00","88.30","2.53M","0.58%"
"09/13/2013","87.92","87.87","88.00","87.62","1.79M","0.21%"
"09/12/2013","87.74","88.03","88.12","87.65","1.12M","-0.31%"
"09/11/2013","88.01","87.70","88.02","87.49","1.57M","0.26%"
"09/10/2013","87.78","87.66","87.78","87.43","3.45M","0.78%"
"09/09/2013","87.10","86.43","87.13","86.42","1.81M","1.13%"
"09/06/2013","86.13","86.40","86.64","85.31","1.81M","0.08%"
"09/05/2013","86.06","86.01","86.27","85.99","1.51M","0.12%"
"09/04/2013","85.96","85.27","86.08","85.12","2.61M","0.89%"
"09/03/2013","85.20","85.77","85.92","84.84","1.81M","0.51%"
"08/30/2013","84.77","85.44","85.45","84.62","2.44M","-0.59%"
"08/29/2013","85.27","84.88","85.68","84.85","1.29M","0.27%"
"08/28/2013","85.04","84.72","85.34","84.60","1.44M","0.37%"
"08/27/2013","84.73","85.37","85.65","84.68","2.19M","-1.77%"
"08/26/2013","86.26","86.59","86.86","86.14","1.98M","-0.25%"
"08/23/2013","86.48","86.41","86.56","85.99","1.27M","0.42%"
"08/22/2013","86.12","85.55","86.28","85.55","2.07M","0.89%"
"08/21/2013","85.36","85.63","86.09","85.12","3.10M","-0.58%"
"08/20/2013","85.86","85.43","86.14","85.36","2.05M","0.66%"
"08/19/2013","85.30","85.65","86.06","85.30","2.11M","-0.68%"
"08/16/2013","85.88","86.08","86.34","85.73","4.93M","-0.32%"
"08/15/2013","86.16","86.82","86.82","86.05","2.73M","-1.49%"
"08/14/2013","87.46","87.90","88.00","87.44","1.37M","-0.52%"
"08/13/2013","87.92","87.92","88.04","87.32","1.30M","0.22%"
"08/12/2013","87.73","87.39","87.83","87.25","1.10M","-0.07%"
"08/09/2013","87.79","87.90","88.17","87.47","2.52M","-0.25%"
"08/08/2013","88.01","88.09","88.18","87.56","2.25M","0.41%"
"08/07/2013","87.65","87.66","87.78","87.29","1.54M","-0.40%"
"08/06/2013","88.00","88.51","88.54","87.77","1.59M","-0.65%"
"08/05/2013","88.58","88.51","88.69","88.34","1.17M","0.01%"
"08/02/2013","88.57","88.43","88.62","88.19","2.22M","0.05%"
"08/01/2013","88.53","88.10","88.60","88.07","2.42M","1.27%"
"07/31/2013","87.42","87.43","88.00","87.32","2.21M","0.10%"
"07/30/2013","87.33","87.54","87.62","87.10","1.38M","0.10%"
"07/29/2013","87.24","87.42","87.57","87.02","1.68M","-0.34%"
"07/26/2013","87.54","87.23","87.57","86.79","1.85M","0.01%"
"07/25/2013","87.53","87.00","87.57","86.95","1.78M","0.37%"
"07/24/2013","87.21","87.95","87.99","87.03","3.00M","-0.40%"
"07/23/2013","87.56","87.93","88.00","87.51","1.92M","-0.18%"
"07/22/2013","87.72","87.69","87.82","87.47","2.12M","0.22%"
"07/19/2013","87.53","87.20","87.53","87.10","1.60M","0.15%"
"07/18/2013","87.40","87.09","87.59","87.01","2.10M","0.56%"
"07/17/2013","86.91","87.01","87.13","86.76","1.72M","0.32%"
"07/16/2013","86.63","87.07","87.10","86.42","1.64M","-0.45%"
"07/15/2013","87.02","86.91","87.11","86.73","2.34M","0.38%"
"07/12/2013","86.69","86.54","86.83","86.44","2.14M","0.09%"
"07/11/2013","86.61","86.43","86.64","86.11","3.56M","1.45%"
"07/10/2013","85.37","85.30","85.63","85.12","4.40M","0.05%"
"07/09/2013","85.33","85.23","85.46","84.88","2.23M","0.71%"
"07/08/2013","84.73","84.71","84.96","84.56","1.97M","0.53%"
"07/05/2013","84.28","84.02","84.30","83.33","2.43M","1.07%"
"07/03/2013","83.39","82.99","83.59","82.83","1.00M","0.14%"
"07/02/2013","83.27","83.33","83.89","82.94","1.96M","-0.11%"
"07/01/2013","83.36","83.29","83.94","83.11","2.10M","0.83%"
"06/28/2013","82.67","82.93","83.31","82.51","3.02M","-0.52%"
"06/27/2013","83.10","83.02","83.40","82.99","2.21M","0.74%"
"06/26/2013","82.49","82.40","82.69","82.05","2.50M","0.93%"
"06/25/2013","81.73","81.66","81.99","81.11","2.63M","1.00%"
"06/24/2013","80.92","81.11","81.61","80.19","5.38M","-1.75%"
"06/21/2013","82.36","82.63","82.78","81.47","4.23M","0.26%"
"06/20/2013","82.15","83.47","83.47","81.90","4.93M","-2.48%"
"06/19/2013","84.24","85.19","85.47","84.21","4.45M","-1.28%"
"06/18/2013","85.33","84.79","85.52","84.79","2.10M","0.76%"
"06/17/2013","84.69","84.67","85.06","84.26","2.42M","0.70%"
"06/14/2013","84.10","84.49","84.81","83.93","1.65M","-0.57%"
"06/13/2013","84.58","83.22","84.72","83.03","4.10M","1.55%"
"06/12/2013","83.29","84.58","84.63","83.19","2.57M","-0.85%"
"06/11/2013","84.00","84.10","84.72","83.77","2.10M","-1.01%"
"06/10/2013","84.86","85.15","85.16","84.61","3.64M","0.04%"
"06/07/2013","84.83","84.35","84.90","83.97","2.39M","1.24%"
"06/06/2013","83.79","82.99","83.80","82.53","2.63M","0.94%"
"06/05/2013","83.01","83.99","84.11","82.94","2.95M","-1.41%"
"06/04/2013","84.20","84.72","84.99","83.77","2.31M","-0.48%"
"06/03/2013","84.61","84.45","84.66","83.74","3.62M","0.40%"
"05/31/2013","84.27","85.18","85.65","84.20","2.01M","-1.33%"
"05/30/2013","85.41","85.16","85.77","85.08","1.63M","0.41%"
"05/29/2013","85.06","85.20","85.32","84.57","2.42M","-0.68%"
"05/28/2013","85.64","86.03","86.42","85.34","2.12M","0.65%"
"05/24/2013","85.09","84.66","85.10","84.38","1.15M","-0.13%"
"05/23/2013","85.20","84.49","85.37","84.32","2.75M","-0.19%"
"05/22/2013","85.36","86.28","87.09","85.00","3.38M","-0.99%"
"05/21/2013","86.21","86.14","86.48","85.86","1.48M","0.16%"
"05/20/2013","86.07","86.01","86.39","85.90","1.68M","-0.01%"
"05/17/2013","86.08","85.57","86.09","85.46","1.54M","1.02%"
"05/16/2013","85.21","85.53","85.76","85.10","2.01M","-0.41%"
"05/15/2013","85.56","85.06","85.80","85.02","2.74M","0.43%"
"05/14/2013","85.19","84.40","85.25","84.40","1.44M","1.03%"
"05/13/2013","84.32","84.19","84.44","83.96","1.29M","0.02%"
"05/10/2013","84.30","84.04","84.30","83.81","1.33M","0.44%"
"05/09/2013","83.93","84.19","84.35","83.74","1.50M","-0.33%"
"05/08/2013","84.21","83.72","84.21","83.68","1.73M","0.47%"
"05/07/2013","83.82","83.58","83.83","83.31","1.97M","0.55%"
"05/06/2013","83.36","83.15","83.46","83.10","1.88M","0.39%"
"05/03/2013","83.04","82.99","83.38","82.86","2.38M","0.94%"
"05/02/2013","82.27","81.61","82.32","81.61","1.62M","1.04%"
"05/01/2013","81.42","82.11","82.17","81.38","2.16M","-1.02%"
"04/30/2013","82.26","82.02","82.30","81.69","1.74M","0.30%"
"04/29/2013","82.01","81.71","82.19","81.59","2.12M","0.64%"
"04/26/2013","81.49","81.53","81.68","81.22","1.15M","-0.18%"
"04/25/2013","81.64","81.54","82.04","81.45","1.12M","0.41%"
"04/24/2013","81.31","81.20","81.50","81.07","1.04M","0.15%"
"04/23/2013","81.19","80.72","81.24","80.39","1.96M","1.08%"
"04/22/2013","80.32","80.13","80.50","79.55","1.24M","0.43%"
"04/19/2013","79.98","79.49","80.01","79.23","965.45K","0.96%"
"04/18/2013","79.22","79.85","79.91","78.93","1.51M","-0.63%"
"04/17/2013","79.72","80.39","80.42","79.29","2.69M","-1.50%"
"04/16/2013","80.93","80.36","80.98","80.14","1.95M","1.48%"
"04/15/2013","79.75","81.45","81.45","79.74","3.05M","-2.43%"
"04/12/2013","81.74","81.76","81.92","81.32","1.41M","-0.35%"
"04/11/2013","82.03","81.73","82.28","81.69","1.26M","0.38%"
"04/10/2013","81.72","80.88","81.80","80.87","2.21M","1.29%"
"04/09/2013","80.68","80.60","80.99","80.34","1.18M","0.29%"
"04/08/2013","80.45","80.00","80.47","79.73","1.93M","0.61%"
"04/05/2013","79.96","79.26","80.01","79.14","1.53M","-0.35%"
"04/04/2013","80.24","80.01","80.33","79.82","1.32M","0.44%"
"04/03/2013","79.89","80.82","80.88","79.68","2.27M","-1.09%"
"04/02/2013","80.77","80.86","81.04","80.54","2.48M","0.30%"
"04/01/2013","80.53","80.95","81.06","80.32","3.10M","-0.53%"
"03/28/2013","80.96","80.67","81.02","80.58","1.90M","0.35%"
"03/27/2013","80.68","80.16","80.71","80.01","2.49M","0.07%"
"03/26/2013","80.62","80.34","80.63","80.24","1.32M","0.75%"
"03/25/2013","80.02","80.55","80.70","79.72","2.91M","-0.34%"
"03/22/2013","80.29","80.03","80.32","79.97","1.65M","0.16%"
"03/21/2013","80.16","80.34","80.61","79.99","1.42M","-0.80%"
"03/20/2013","80.81","80.65","80.93","80.56","1.48M","0.75%"
"03/19/2013","80.21","80.60","80.72","79.69","1.52M","-0.27%"
"03/18/2013","80.43","80.14","80.77","80.00","1.98M","-0.54%"
"03/15/2013","80.87","80.90","80.97","80.60","1.85M","-0.11%"
"03/14/2013","80.96","80.72","80.99","80.68","1.33M","0.56%"
"03/13/2013","80.51","80.37","80.61","80.15","1.02M","0.19%"
"03/12/2013","80.36","80.47","80.57","80.12","1.51M","-0.17%"
"03/11/2013","80.50","80.19","80.53","80.09","1.61M","0.29%"
"03/08/2013","80.27","80.23","80.36","79.82","1.99M","0.49%"
"03/07/2013","79.88","79.80","79.95","79.72","1.56M","0.24%"
"03/06/2013","79.69","79.84","79.89","79.52","2.04M","0.15%"
"03/05/2013","79.57","79.15","79.72","79.10","1.85M","1.00%"
"03/04/2013","78.78","78.24","78.78","78.10","1.42M","0.46%"
"03/01/2013","78.42","77.96","78.50","77.51","1.88M","0.23%"
"02/28/2013","78.24","78.31","78.81","78.13","1.57M","-0.09%"
"02/27/2013","78.31","77.27","78.53","77.26","1.44M","1.23%"
"02/26/2013","77.36","77.19","77.44","76.67","2.51M","0.64%"
"02/25/2013","76.87","78.68","78.78","76.85","1.98M","-1.84%"
"02/22/2013","78.31","77.92","78.31","77.77","1.83M","0.97%"
"02/21/2013","77.56","77.89","77.89","77.25","2.64M","-0.68%"
"02/20/2013","78.09","79.11","79.13","78.08","2.51M","-1.33%"
"02/19/2013","79.14","78.71","79.16","78.71","1.76M","0.70%"
"02/15/2013","78.59","78.75","78.83","78.32","1.25M","-0.11%"
"02/14/2013","78.68","78.35","78.75","78.28","1.29M","0.13%"
"02/13/2013","78.58","78.68","78.79","78.34","1.35M","0.14%"
"02/12/2013","78.47","78.34","78.60","78.28","1.57M","0.17%"
"02/11/2013","78.34","78.36","78.39","78.14","2.11M","-0.05%"
"02/08/2013","78.38","78.03","78.38","78.01","4.40M","0.60%"
"02/07/2013","77.91","78.05","78.13","77.36","2.26M","-0.18%"
"02/06/2013","78.05","77.68","78.06","77.60","1.74M","0.18%"
"02/05/2013","77.91","77.62","78.11","77.54","1.61M","0.95%"
"02/04/2013","77.18","77.64","77.72","77.13","2.46M","-1.05%"
"02/01/2013","78.00","77.78","78.11","77.61","2.55M","0.97%"
"01/31/2013","77.25","77.33","77.50","77.15","2.61M","-0.18%"
"01/30/2013","77.39","77.69","77.83","77.27","2.07M","-0.40%"
"01/29/2013","77.70","77.34","77.77","77.24","2.28M","0.34%"
"01/28/2013","77.44","77.60","77.61","77.15","1.63M","-0.09%"
